record_id,case_id,source_stratum,field,component,semantic_status,semantic_primary_status,retained_text_chars,mechanical_probe_fired,matched_markers
V25R066,AIID009,AIID,closure,date,not_recovered,not_recovered,4545,yes,2012 | published
V25R066,AIID009,AIID,closure,owner,not_recovered,not_recovered,4545,yes,Department
V25R066,AIID009,AIID,closure,uncertainty,not_recovered,not_recovered,4545,yes,Reportedly | disputed
V25R066,AIID009,AIID,closure,reopening_rule,not_recovered,not_recovered,4545,yes,appeals
V25R067,AIID010,AIID,exposure,unit,supported,supported_by_retained_evidence,3735,no,
V25R067,AIID010,AIID,exposure,eligibility,not_recovered,not_recovered,3735,no,
V25R067,AIID010,AIID,exposure,time_origin,not_recovered,not_recovered,3735,yes,2014 | published
V25R067,AIID010,AIID,exposure,coverage,supported,supported_by_retained_evidence,3735,yes,percent
V25R067,AIID010,AIID,follow_up,calendar_interval,not_recovered,not_recovered,3735,yes,10 days
V25R067,AIID010,AIID,follow_up,exposure_qualified_observation,not_recovered,not_recovered,3735,no,
V25R067,AIID010,AIID,follow_up,trace_coverage,not_recovered,not_recovered,3735,yes,Database
V25R067,AIID010,AIID,follow_up,owner,not_recovered,not_recovered,3735,no,
V25R067,AIID010,AIID,closure,scope,not_recovered,not_recovered,3735,no,
V25R067,AIID010,AIID,closure,evidence_basis,not_recovered,not_recovered,3735,yes,findings | Report
V25R067,AIID010,AIID,closure,date,not_recovered,not_recovered,3735,yes,2014-08-14 | 2014 | Date 2 | published
V25R067,AIID010,AIID,closure,owner,not_recovered,not_recovered,3735,no,
V25R067,AIID010,AIID,closure,uncertainty,not_recovered,not_recovered,3735,yes,allegedly
V25R067,AIID010,AIID,closure,reopening_rule,not_recovered,not_recovered,3735,no,
V25R068,AIID011,AIID,exposure,unit,not_recovered,not_recovered,4039,yes,people who
V25R068,AIID011,AIID,exposure,eligibility,not_recovered,not_recovered,4039,no,
V25R068,AIID011,AIID,exposure,time_origin,not_recovered,not_recovered,4039,yes,2016 | In 2013 | published
V25R068,AIID011,AIID,exposure,coverage,not_recovered,not_recovered,4039,no,
V25R068,AIID011,AIID,follow_up,calendar_interval,not_recovered,not_recovered,4039,no,
V25R068,AIID011,AIID,follow_up,exposure_qualified_observation,not_recovered,not_recovered,4039,yes,found that | according to a ProPublica review. Tools Notify Me of Updates New Repor... | monitored
V25R068,AIID011,AIID,follow_up,trace_coverage,not_recovered,not_recovered,4039,yes,Database
V25R068,AIID011,AIID,follow_up,owner,not_recovered,not_recovered,4039,yes,court | police | court
V25R068,AIID011,AIID,closure,scope,not_recovered,not_recovered,4039,no,
V25R068,AIID011,AIID,closure,evidence_basis,not_recovered,not_recovered,4039,yes,according to | found that | Report
V25R068,AIID011,AIID,closure,date,not_recovered,not_recovered,4039,yes,2016-05-23 | 2016 | Date 2 | published
V25R068,AIID011,AIID,closure,owner,not_recovered,not_recovered,4039,yes,court
V25R068,AIID011,AIID,closure,uncertainty,not_recovered,not_recovered,4039,yes,unclear | Unknown | further | cannot | could not
V25R068,AIID011,AIID,closure,reopening_rule,not_recovered,not_recovered,4039,no,
V25R069,AIID012,AIID,exposure,unit,not_recovered,not_recovered,3305,no,
V25R069,AIID012,AIID,exposure,eligibility,not_recovered,not_recovered,3305,no,
V25R069,AIID012,AIID,exposure,time_origin,not_recovered,not_recovered,3305,yes,2016
V25R069,AIID012,AIID,exposure,coverage,not_recovered,not_recovered,3305,no,
V25R069,AIID012,AIID,follow_up,calendar_interval,not_recovered,not_recovered,3305,no,
V25R069,AIID012,AIID,follow_up,exposure_qualified_observation,not_recovered,not_recovered,3305,no,
V25R069,AIID012,AIID,follow_up,trace_coverage,not_recovered,not_recovered,3305,yes,Database
V25R069,AIID012,AIID,follow_up,owner,not_recovered,not_recovered,3305,no,
V25R069,AIID012,AIID,closure,scope,not_recovered,not_recovered,3305,no,
V25R069,AIID012,AIID,closure,evidence_basis,not_recovered,not_recovered,3305,yes,Report
V25R069,AIID012,AIID,closure,date,not_recovered,not_recovered,3305,yes,2016-07-21 | 2016 | Date 2
V25R069,AIID012,AIID,closure,owner,not_recovered,not_recovered,3305,no,
V25R069,AIID012,AIID,closure,uncertainty,not_recovered,not_recovered,3305,yes,unclear
V25R069,AIID012,AIID,closure,reopening_rule,not_recovered,not_recovered,3305,no,
V25R070,AIID014,AIID,exposure,unit,not_recovered,not_recovered,2985,no,
V25R070,AIID014,AIID,exposure,eligibility,not_recovered,not_recovered,2985,no,
V25R070,AIID014,AIID,exposure,time_origin,not_recovered,not_recovered,2985,yes,2017
V25R070,AIID014,AIID,exposure,coverage,not_recovered,not_recovered,2985,no,
V25R070,AIID014,AIID,follow_up,calendar_interval,not_recovered,not_recovered,2985,no,
V25R070,AIID014,AIID,follow_up,exposure_qualified_observation,not_recovered,not_recovered,2985,yes,monitored
V25R070,AIID014,AIID,follow_up,trace_coverage,not_recovered,not_recovered,2985,yes,Database
V25R070,AIID014,AIID,follow_up,owner,not_recovered,not_recovered,2985,no,
V25R070,AIID014,AIID,closure,scope,not_recovered,not_recovered,2985,no,
V25R070,AIID014,AIID,closure,evidence_basis,not_recovered,not_recovered,2985,yes,Report
V25R070,AIID014,AIID,closure,date,not_recovered,not_recovered,2985,yes,2017-10-26 | 2017 | Date 2
V25R070,AIID014,AIID,closure,owner,not_recovered,not_recovered,2985,no,
V25R070,AIID014,AIID,closure,uncertainty,not_recovered,not_recovered,2985,yes,could not
V25R070,AIID014,AIID,closure,reopening_rule,not_recovered,not_recovered,2985,no,
V25R071,AIID015,AIID,exposure,unit,supported,supported_by_retained_evidence,3055,no,
V25R071,AIID015,AIID,exposure,eligibility,supported,supported_by_retained_evidence,3055,no,
V25R071,AIID015,AIID,exposure,time_origin,not_recovered,not_recovered,3055,yes,2008
V25R071,AIID015,AIID,exposure,coverage,not_recovered,not_recovered,3055,no,
V25R071,AIID015,AIID,follow_up,calendar_interval,supported,supported_by_retained_evidence,3055,no,
V25R071,AIID015,AIID,follow_up,exposure_qualified_observation,supported,supported_by_retained_evidence,3055,yes,monitored
V25R071,AIID015,AIID,follow_up,trace_coverage,not_recovered,not_recovered,3055,yes,Database
V25R071,AIID015,AIID,follow_up,owner,not_recovered,not_recovered,3055,no,
V25R071,AIID015,AIID,closure,scope,not_recovered,not_recovered,3055,no,
V25R071,AIID015,AIID,closure,evidence_basis,not_recovered,not_recovered,3055,yes,Report
V25R071,AIID015,AIID,closure,date,not_recovered,not_recovered,3055,yes,2008-05-23 | 2008 | Date 2
V25R071,AIID015,AIID,closure,owner,not_recovered,not_recovered,3055,no,
V25R071,AIID015,AIID,closure,uncertainty,not_recovered,not_recovered,3055,yes,unclear | Unknown | could not
V25R071,AIID015,AIID,closure,reopening_rule,not_recovered,not_recovered,3055,no,
V25R072,AIID016,AIID,exposure,unit,supported,supported_by_retained_evidence,4061,no,
V25R072,AIID016,AIID,exposure,eligibility,not_recovered,not_recovered,4061,no,
V25R072,AIID016,AIID,exposure,time_origin,not_recovered,not_recovered,4061,yes,2015 | In 2015
V25R072,AIID016,AIID,exposure,coverage,not_recovered,not_recovered,4061,no,
V25R072,AIID016,AIID,follow_up,calendar_interval,supported,supported_by_retained_evidence,4061,yes,later | years later
V25R072,AIID016,AIID,follow_up,exposure_qualified_observation,supported,supported_by_retained_evidence,4061,yes,monitored
V25R072,AIID016,AIID,follow_up,trace_coverage,not_recovered,not_recovered,4061,yes,Database
V25R072,AIID016,AIID,follow_up,owner,supported,supported_by_retained_evidence,4061,no,
V25R072,AIID016,AIID,closure,scope,supported,supported_by_retained_evidence,4061,no,
V25R072,AIID016,AIID,closure,evidence_basis,not_recovered,not_recovered,4061,yes,Report
V25R072,AIID016,AIID,closure,date,not_recovered,not_recovered,4061,yes,2015-06-03 | 2015 | Date 2
V25R072,AIID016,AIID,closure,owner,supported,supported_by_retained_evidence,4061,no,
V25R072,AIID016,AIID,closure,uncertainty,supported,supported_by_retained_evidence,4061,yes,could not
V25R072,AIID016,AIID,closure,reopening_rule,not_recovered,not_recovered,4061,no,
V25R073,AIID020,AIID,exposure,unit,not_recovered,not_recovered,3365,no,
V25R073,AIID020,AIID,exposure,eligibility,not_recovered,not_recovered,3365,yes,required to
V25R073,AIID020,AIID,exposure,time_origin,not_recovered,not_recovered,3365,yes,"March 1, 2018 | 2016 | in 2016"
V25R073,AIID020,AIID,exposure,coverage,not_recovered,not_recovered,3365,no,
V25R073,AIID020,AIID,follow_up,calendar_interval,supported,not_recovered,3365,no,
V25R073,AIID020,AIID,follow_up,exposure_qualified_observation,supported,not_recovered,3365,yes,monitored
V25R073,AIID020,AIID,follow_up,trace_coverage,not_recovered,not_recovered,3365,yes,Database
V25R073,AIID020,AIID,follow_up,owner,not_recovered,not_recovered,3365,yes,police | police
V25R073,AIID020,AIID,closure,scope,not_recovered,not_recovered,3365,no,
V25R073,AIID020,AIID,closure,evidence_basis,not_recovered,not_recovered,3365,yes,Report
V25R073,AIID020,AIID,closure,date,not_recovered,not_recovered,3365,yes,"March 1, 2018 | 2016-06-30 | 2016 | Date 2 | issued"
V25R073,AIID020,AIID,closure,owner,not_recovered,not_recovered,3365,yes,police
V25R073,AIID020,AIID,closure,uncertainty,not_recovered,not_recovered,3365,yes,could not
V25R073,AIID020,AIID,closure,reopening_rule,not_recovered,not_recovered,3365,no,
V25R074,AIID023,AIID,exposure,unit,supported,supported_by_retained_evidence,2731,no,
V25R074,AIID023,AIID,exposure,eligibility,not_recovered,not_recovered,2731,no,
V25R074,AIID023,AIID,exposure,time_origin,supported,supported_by_retained_evidence,2731,yes,2017
V25R074,AIID023,AIID,exposure,coverage,not_recovered,not_recovered,2731,no,
V25R074,AIID023,AIID,follow_up,calendar_interval,not_recovered,not_recovered,2731,no,
V25R074,AIID023,AIID,follow_up,exposure_qualified_observation,not_recovered,not_recovered,2731,yes,monitored
V25R074,AIID023,AIID,follow_up,trace_coverage,not_recovered,not_recovered,2731,yes,Database
V25R074,AIID023,AIID,follow_up,owner,not_recovered,not_recovered,2731,yes,police | police
V25R074,AIID023,AIID,closure,scope,supported,supported_by_retained_evidence,2731,no,
V25R074,AIID023,AIID,closure,evidence_basis,not_recovered,not_recovered,2731,yes,concluded | Report
V25R074,AIID023,AIID,closure,date,not_recovered,not_recovered,2731,yes,2017-11-08 | 2017 | Date 2
V25R074,AIID023,AIID,closure,owner,supported,supported_by_retained_evidence,2731,yes,police
V25R074,AIID023,AIID,closure,uncertainty,not_recovered,not_recovered,2731,yes,could not
V25R074,AIID023,AIID,closure,reopening_rule,not_recovered,not_recovered,2731,no,
V25R075,AIID024,AIID,exposure,unit,supported,supported_by_retained_evidence,2723,no,
V25R075,AIID024,AIID,exposure,eligibility,not_recovered,not_recovered,2723,no,
V25R075,AIID024,AIID,exposure,time_origin,not_recovered,not_recovered,2723,yes,2014
V25R075,AIID024,AIID,exposure,coverage,not_recovered,not_recovered,2723,no,
V25R075,AIID024,AIID,follow_up,calendar_interval,not_recovered,not_recovered,2723,no,
V25R075,AIID024,AIID,follow_up,exposure_qualified_observation,not_recovered,not_recovered,2723,no,
V25R075,AIID024,AIID,follow_up,trace_coverage,not_recovered,not_recovered,2723,yes,Database
V25R075,AIID024,AIID,follow_up,owner,supported,supported_by_retained_evidence,2723,no,
V25R075,AIID024,AIID,closure,scope,not_recovered,not_recovered,2723,no,
V25R075,AIID024,AIID,closure,evidence_basis,not_recovered,not_recovered,2723,yes,investigation | Report | statements
V25R075,AIID024,AIID,closure,date,not_recovered,not_recovered,2723,yes,2014-07-15 | 2014 | Date 2 | issued
V25R075,AIID024,AIID,closure,owner,not_recovered,not_recovered,2723,no,
V25R075,AIID024,AIID,closure,uncertainty,not_recovered,not_recovered,2723,yes,ongoing | further
V25R075,AIID024,AIID,closure,reopening_rule,not_recovered,not_recovered,2723,no,
V25R076,AIID027,AIID,exposure,unit,supported,supported_by_retained_evidence,3494,yes,269 people
V25R076,AIID027,AIID,exposure,eligibility,not_recovered,not_recovered,3494,no,
V25R076,AIID027,AIID,exposure,time_origin,not_recovered,not_recovered,3494,yes,1983 | in 2013
V25R076,AIID027,AIID,exposure,coverage,supported,supported_by_retained_evidence,3494,yes,all 269
V25R076,AIID027,AIID,follow_up,calendar_interval,not_recovered,not_recovered,3494,yes,later | subsequently
V25R076,AIID027,AIID,follow_up,exposure_qualified_observation,not_recovered,not_recovered,3494,yes,identified as a false-positive by the | monitored | was later
V25R076,AIID027,AIID,follow_up,trace_coverage,not_recovered,not_recovered,3494,yes,Database
V25R076,AIID027,AIID,follow_up,owner,not_recovered,not_recovered,3494,yes,board
V25R076,AIID027,AIID,closure,scope,supported,supported_by_retained_evidence,3494,yes,the case of
V25R076,AIID027,AIID,closure,evidence_basis,supported,supported_by_retained_evidence,3494,yes,determined that | Report
V25R076,AIID027,AIID,closure,date,not_recovered,not_recovered,3494,yes,1983-09-26 | 1983 | Date 1
V25R076,AIID027,AIID,closure,owner,supported,not_recovered,3494,yes,board | decision
V25R076,AIID027,AIID,closure,uncertainty,supported,supported_by_retained_evidence,3494,yes,could not
V25R076,AIID027,AIID,closure,reopening_rule,not_recovered,not_recovered,3494,no,
V25R077,AIID031,AIID,exposure,unit,supported,supported_by_retained_evidence,3658,no,
V25R077,AIID031,AIID,exposure,eligibility,supported,supported_by_retained_evidence,3658,no,
V25R077,AIID031,AIID,exposure,time_origin,not_recovered,not_recovered,3658,yes,2017 | From 2017
V25R077,AIID031,AIID,exposure,coverage,not_recovered,not_recovered,3658,no,
V25R077,AIID031,AIID,follow_up,calendar_interval,not_recovered,not_recovered,3658,no,
V25R077,AIID031,AIID,follow_up,exposure_qualified_observation,not_recovered,not_recovered,3658,no,
V25R077,AIID031,AIID,follow_up,trace_coverage,not_recovered,not_recovered,3658,yes,Database
V25R077,AIID031,AIID,follow_up,owner,supported,supported_by_retained_evidence,3658,yes,from the transport authority | authority
V25R077,AIID031,AIID,closure,scope,not_recovered,not_recovered,3658,no,
V25R077,AIID031,AIID,closure,evidence_basis,not_recovered,not_recovered,3658,yes,based on | findings | Report
V25R077,AIID031,AIID,closure,date,not_recovered,not_recovered,3658,yes,2017-12-03 | 2017 | Date 2
V25R077,AIID031,AIID,closure,owner,not_recovered,not_recovered,3658,yes,from the transport authority | authority
V25R077,AIID031,AIID,closure,uncertainty,not_recovered,not_recovered,3658,yes,Unknown | ongoing
V25R077,AIID031,AIID,closure,reopening_rule,not_recovered,not_recovered,3658,no,
V25R078,AIID037,AIID,exposure,unit,supported,supported_by_retained_evidence,3611,no,
V25R078,AIID037,AIID,exposure,eligibility,supported,supported_by_retained_evidence,3611,no,
V25R078,AIID037,AIID,exposure,time_origin,not_recovered,not_recovered,3611,yes,2014 | Between 2014 and | in 2014
V25R078,AIID037,AIID,exposure,coverage,not_recovered,not_recovered,3611,no,
V25R078,AIID037,AIID,follow_up,calendar_interval,not_recovered,not_recovered,3611,yes,"Between 2014 and 2017, Amazon reportedly developed an AI-"
V25R078,AIID037,AIID,follow_up,exposure_qualified_observation,supported,supported_by_retained_evidence,3611,no,
V25R078,AIID037,AIID,follow_up,trace_coverage,not_recovered,not_recovered,3611,yes,Database
V25R078,AIID037,AIID,follow_up,owner,not_recovered,not_recovered,3611,no,
V25R078,AIID037,AIID,closure,scope,supported,supported_by_retained_evidence,3611,no,
V25R078,AIID037,AIID,closure,evidence_basis,supported,supported_by_retained_evidence,3611,yes,Report
V25R078,AIID037,AIID,closure,date,supported,supported_by_retained_evidence,3611,yes,2014
V25R078,AIID037,AIID,closure,owner,supported,supported_by_retained_evidence,3611,no,
V25R078,AIID037,AIID,closure,uncertainty,supported,supported_by_retained_evidence,3611,yes,Allegedly | reportedly
V25R078,AIID037,AIID,closure,reopening_rule,not_recovered,not_recovered,3611,no,
V25R079,AIID046,AIID,exposure,unit,supported,supported_by_retained_evidence,3576,no,
V25R079,AIID046,AIID,exposure,eligibility,supported,supported_by_retained_evidence,3576,no,
V25R079,AIID046,AIID,exposure,time_origin,not_recovered,not_recovered,3576,yes,2014
V25R079,AIID046,AIID,exposure,coverage,not_recovered,not_recovered,3576,no,
V25R079,AIID046,AIID,follow_up,calendar_interval,not_recovered,not_recovered,3576,no,
V25R079,AIID046,AIID,follow_up,exposure_qualified_observation,not_recovered,not_recovered,3576,yes,monitored
V25R079,AIID046,AIID,follow_up,trace_coverage,not_recovered,not_recovered,3576,yes,Database
V25R079,AIID046,AIID,follow_up,owner,not_recovered,not_recovered,3576,yes,unit
V25R079,AIID046,AIID,closure,scope,supported,supported_by_retained_evidence,3576,no,
V25R079,AIID046,AIID,closure,evidence_basis,supported,supported_by_retained_evidence,3576,yes,Report
V25R079,AIID046,AIID,closure,date,not_recovered,not_recovered,3576,yes,2014-01-21 | 2014 | Date 2
V25R079,AIID046,AIID,closure,owner,supported,supported_by_retained_evidence,3576,no,
V25R079,AIID046,AIID,closure,uncertainty,not_recovered,not_recovered,3576,yes,could not
V25R079,AIID046,AIID,closure,reopening_rule,not_recovered,not_recovered,3576,no,
V25R080,AIID054,AIID,exposure,unit,not_recovered,not_recovered,3721,no,
V25R080,AIID054,AIID,exposure,eligibility,not_recovered,not_recovered,3721,no,
V25R080,AIID054,AIID,exposure,time_origin,not_recovered,not_recovered,3721,yes,2015 | In 2017
V25R080,AIID054,AIID,exposure,coverage,not_recovered,not_recovered,3721,no,
V25R080,AIID054,AIID,follow_up,calendar_interval,not_recovered,not_recovered,3721,no,
V25R080,AIID054,AIID,follow_up,exposure_qualified_observation,not_recovered,not_recovered,3721,yes,monitored
V25R080,AIID054,AIID,follow_up,trace_coverage,not_recovered,not_recovered,3721,yes,Database | Footage | camera
V25R080,AIID054,AIID,follow_up,owner,not_recovered,not_recovered,3721,yes,Police | Police
V25R080,AIID054,AIID,closure,scope,not_recovered,not_recovered,3721,no,
V25R080,AIID054,AIID,closure,evidence_basis,not_recovered,not_recovered,3721,yes,based on | Report | Footage | statements
V25R080,AIID054,AIID,closure,date,not_recovered,not_recovered,3721,yes,2015-11-18 | 2015 | Date 2
V25R080,AIID054,AIID,closure,owner,not_recovered,not_recovered,3721,yes,Police
V25R080,AIID054,AIID,closure,uncertainty,not_recovered,not_recovered,3721,yes,could not
V25R080,AIID054,AIID,closure,reopening_rule,not_recovered,not_recovered,3721,yes,appeal
V25R081,OECD01,OECD AIM,exposure,unit,not_recovered,not_recovered,3308,no,
V25R081,OECD01,OECD AIM,exposure,eligibility,not_recovered,not_recovered,3308,yes,must be
V25R081,OECD01,OECD AIM,exposure,time_origin,not_recovered,not_recovered,3308,yes,2026
V25R081,OECD01,OECD AIM,exposure,coverage,not_recovered,not_recovered,3308,no,
V25R081,OECD01,OECD AIM,follow_up,calendar_interval,not_recovered,not_recovered,3308,no,
V25R081,OECD01,OECD AIM,follow_up,exposure_qualified_observation,not_recovered,not_recovered,3308,no,
V25R081,OECD01,OECD AIM,follow_up,trace_coverage,not_recovered,not_recovered,3308,no,
V25R081,OECD01,OECD AIM,follow_up,owner,not_recovered,not_recovered,3308,yes,Agency
V25R081,OECD01,OECD AIM,closure,scope,not_recovered,not_recovered,3308,no,
V25R081,OECD01,OECD AIM,closure,evidence_basis,not_recovered,not_recovered,3308,no,
V25R081,OECD01,OECD AIM,closure,date,not_recovered,not_recovered,3308,yes,2026-08-14 | 2026
V25R081,OECD01,OECD AIM,closure,owner,not_recovered,not_recovered,3308,yes,Agency
V25R081,OECD01,OECD AIM,closure,uncertainty,not_recovered,not_recovered,3308,no,
V25R081,OECD01,OECD AIM,closure,reopening_rule,not_recovered,not_recovered,3308,no,
V25R082,OECD02,OECD AIM,exposure,unit,not_recovered,not_recovered,3431,no,
V25R082,OECD02,OECD AIM,exposure,eligibility,not_recovered,not_recovered,3431,yes,must be
V25R082,OECD02,OECD AIM,exposure,time_origin,not_recovered,not_recovered,3431,yes,2026
V25R082,OECD02,OECD AIM,exposure,coverage,not_recovered,not_recovered,3431,no,
V25R082,OECD02,OECD AIM,follow_up,calendar_interval,not_recovered,not_recovered,3431,no,
V25R082,OECD02,OECD AIM,follow_up,exposure_qualified_observation,not_recovered,not_recovered,3431,no,
V25R082,OECD02,OECD AIM,follow_up,trace_coverage,not_recovered,not_recovered,3431,no,
V25R082,OECD02,OECD AIM,follow_up,owner,not_recovered,not_recovered,3431,no,
V25R082,OECD02,OECD AIM,closure,scope,not_recovered,not_recovered,3431,no,
V25R082,OECD02,OECD AIM,closure,evidence_basis,not_recovered,not_recovered,3431,no,
V25R082,OECD02,OECD AIM,closure,date,not_recovered,not_recovered,3431,yes,2026-08-14 | 2026
V25R082,OECD02,OECD AIM,closure,owner,not_recovered,not_recovered,3431,no,
V25R082,OECD02,OECD AIM,closure,uncertainty,not_recovered,not_recovered,3431,no,
V25R082,OECD02,OECD AIM,closure,reopening_rule,not_recovered,not_recovered,3431,no,
V25R083,OECD03,OECD AIM,exposure,unit,not_recovered,not_recovered,1989,no,
V25R083,OECD03,OECD AIM,exposure,eligibility,not_recovered,not_recovered,1989,yes,must be
V25R083,OECD03,OECD AIM,exposure,time_origin,not_recovered,not_recovered,1989,no,
V25R083,OECD03,OECD AIM,exposure,coverage,not_recovered,not_recovered,1989,no,
V25R083,OECD03,OECD AIM,follow_up,calendar_interval,not_recovered,not_recovered,1989,no,
V25R083,OECD03,OECD AIM,follow_up,exposure_qualified_observation,not_recovered,not_recovered,1989,yes,reported as representing the official views of the
V25R083,OECD03,OECD AIM,follow_up,trace_coverage,not_recovered,not_recovered,1989,no,
V25R083,OECD03,OECD AIM,follow_up,owner,not_recovered,not_recovered,1989,no,
V25R083,OECD03,OECD AIM,closure,scope,not_recovered,not_recovered,1989,no,
V25R083,OECD03,OECD AIM,closure,evidence_basis,not_recovered,not_recovered,1989,yes,Report
V25R083,OECD03,OECD AIM,closure,date,not_recovered,not_recovered,1989,no,
V25R083,OECD03,OECD AIM,closure,owner,not_recovered,not_recovered,1989,no,
V25R083,OECD03,OECD AIM,closure,uncertainty,not_recovered,not_recovered,1989,no,
V25R083,OECD03,OECD AIM,closure,reopening_rule,not_recovered,not_recovered,1989,no,
V25R084,OECD04,OECD AIM,exposure,unit,not_recovered,not_recovered,3017,no,
V25R084,OECD04,OECD AIM,exposure,eligibility,not_recovered,not_recovered,3017,yes,must be
V25R084,OECD04,OECD AIM,exposure,time_origin,not_recovered,not_recovered,3017,yes,2026
V25R084,OECD04,OECD AIM,exposure,coverage,not_recovered,not_recovered,3017,no,
V25R084,OECD04,OECD AIM,follow_up,calendar_interval,not_recovered,not_recovered,3017,no,
V25R084,OECD04,OECD AIM,follow_up,exposure_qualified_observation,not_recovered,not_recovered,3017,no,
V25R084,OECD04,OECD AIM,follow_up,trace_coverage,not_recovered,not_recovered,3017,no,
V25R084,OECD04,OECD AIM,follow_up,owner,not_recovered,not_recovered,3017,no,
V25R084,OECD04,OECD AIM,closure,scope,not_recovered,not_recovered,3017,no,
V25R084,OECD04,OECD AIM,closure,evidence_basis,not_recovered,not_recovered,3017,no,
V25R084,OECD04,OECD AIM,closure,date,not_recovered,not_recovered,3017,yes,2026-08-14 | 2026
V25R084,OECD04,OECD AIM,closure,owner,not_recovered,not_recovered,3017,no,
V25R084,OECD04,OECD AIM,closure,uncertainty,not_recovered,not_recovered,3017,no,
V25R084,OECD04,OECD AIM,closure,reopening_rule,not_recovered,not_recovered,3017,no,
V25R085,OECD05,OECD AIM,exposure,unit,not_recovered,not_recovered,1784,no,
V25R085,OECD05,OECD AIM,exposure,eligibility,not_recovered,not_recovered,1784,yes,must be
V25R085,OECD05,OECD AIM,exposure,time_origin,not_recovered,not_recovered,1784,no,
V25R085,OECD05,OECD AIM,exposure,coverage,not_recovered,not_recovered,1784,no,
V25R085,OECD05,OECD AIM,follow_up,calendar_interval,not_recovered,not_recovered,1784,no,
V25R085,OECD05,OECD AIM,follow_up,exposure_qualified_observation,not_recovered,not_recovered,1784,yes,Monitoring
V25R085,OECD05,OECD AIM,follow_up,trace_coverage,not_recovered,not_recovered,1784,no,
V25R085,OECD05,OECD AIM,follow_up,owner,not_recovered,not_recovered,1784,no,
V25R085,OECD05,OECD AIM,closure,scope,not_recovered,not_recovered,1784,no,
V25R085,OECD05,OECD AIM,closure,evidence_basis,not_recovered,not_recovered,1784,no,
V25R085,OECD05,OECD AIM,closure,date,not_recovered,not_recovered,1784,no,
V25R085,OECD05,OECD AIM,closure,owner,not_recovered,not_recovered,1784,no,
V25R085,OECD05,OECD AIM,closure,uncertainty,not_recovered,not_recovered,1784,no,
V25R085,OECD05,OECD AIM,closure,reopening_rule,not_recovered,not_recovered,1784,no,
V25R086,OECD06,OECD AIM,exposure,unit,not_recovered,not_recovered,3294,no,
V25R086,OECD06,OECD AIM,exposure,eligibility,not_recovered,not_recovered,3294,yes,must be
V25R086,OECD06,OECD AIM,exposure,time_origin,not_recovered,not_recovered,3294,yes,2026
V25R086,OECD06,OECD AIM,exposure,coverage,not_recovered,not_recovered,3294,no,
V25R086,OECD06,OECD AIM,follow_up,calendar_interval,not_recovered,not_recovered,3294,no,
V25R086,OECD06,OECD AIM,follow_up,exposure_qualified_observation,not_recovered,not_recovered,3294,no,
V25R086,OECD06,OECD AIM,follow_up,trace_coverage,not_recovered,not_recovered,3294,no,
V25R086,OECD06,OECD AIM,follow_up,owner,not_recovered,not_recovered,3294,yes,Agency
V25R086,OECD06,OECD AIM,closure,scope,not_recovered,not_recovered,3294,no,
V25R086,OECD06,OECD AIM,closure,evidence_basis,not_recovered,not_recovered,3294,no,
V25R086,OECD06,OECD AIM,closure,date,not_recovered,not_recovered,3294,yes,2026-08-14 | 2026
V25R086,OECD06,OECD AIM,closure,owner,not_recovered,not_recovered,3294,yes,Agency
V25R086,OECD06,OECD AIM,closure,uncertainty,not_recovered,not_recovered,3294,no,
V25R086,OECD06,OECD AIM,closure,reopening_rule,not_recovered,not_recovered,3294,no,
V25R087,OECD07,OECD AIM,exposure,unit,not_recovered,not_recovered,3447,no,
V25R087,OECD07,OECD AIM,exposure,eligibility,not_recovered,not_recovered,3447,yes,must be
V25R087,OECD07,OECD AIM,exposure,time_origin,not_recovered,not_recovered,3447,yes,2026
V25R087,OECD07,OECD AIM,exposure,coverage,not_recovered,not_recovered,3447,no,
V25R087,OECD07,OECD AIM,follow_up,calendar_interval,not_recovered,not_recovered,3447,no,
V25R087,OECD07,OECD AIM,follow_up,exposure_qualified_observation,not_recovered,not_recovered,3447,no,
V25R087,OECD07,OECD AIM,follow_up,trace_coverage,not_recovered,not_recovered,3447,no,
V25R087,OECD07,OECD AIM,follow_up,owner,not_recovered,not_recovered,3447,no,
V25R087,OECD07,OECD AIM,closure,scope,not_recovered,not_recovered,3447,no,
V25R087,OECD07,OECD AIM,closure,evidence_basis,not_recovered,not_recovered,3447,no,
V25R087,OECD07,OECD AIM,closure,date,not_recovered,not_recovered,3447,yes,2026-08-14 | 2026
V25R087,OECD07,OECD AIM,closure,owner,not_recovered,not_recovered,3447,no,
V25R087,OECD07,OECD AIM,closure,uncertainty,not_recovered,not_recovered,3447,no,
V25R087,OECD07,OECD AIM,closure,reopening_rule,not_recovered,not_recovered,3447,no,
V25R088,OECD08,OECD AIM,exposure,unit,not_recovered,not_recovered,1745,no,
V25R088,OECD08,OECD AIM,exposure,eligibility,not_recovered,not_recovered,1745,yes,must be
V25R088,OECD08,OECD AIM,exposure,time_origin,not_recovered,not_recovered,1745,no,
V25R088,OECD08,OECD AIM,exposure,coverage,not_recovered,not_recovered,1745,no,
V25R088,OECD08,OECD AIM,follow_up,calendar_interval,not_recovered,not_recovered,1745,no,
V25R088,OECD08,OECD AIM,follow_up,exposure_qualified_observation,not_recovered,not_recovered,1745,no,
V25R088,OECD08,OECD AIM,follow_up,trace_coverage,not_recovered,not_recovered,1745,no,
